Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Class,Gender of Victim(s)
1024,40.743839,-74.037643,7030,NY,New York,2012,2012-07-20T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1025,43.077155,-96.174953,51250-1536,IA,Iowa,2017,2017-10-26T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1026,39.130046,-84.517637,45219,OH,Ohio,2017,2017-10-30T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1027,42.563396,-114.470942,83301,ID,Idaho,2017,2017-10-28T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1028,30.223369,-92.019041,70501,LA,Louisiana,2017,2017-06-04T00:00:00,National Political Speech,public speech (political figures),male and female
1029,40.91759,-74.14017,7504,NJ,New Jersey,2017,2017-11-02T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1030,37.695365,-97.263758,67208,KS,Kansas,2017,2017-11-01T00:00:00,Vandalism,crimes against property,male and female
1031,40.890957,-74.152759,7503,NJ,New Jersey,2017,2017-11-02T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1032,39.788517,-84.312463,45426,OH,Ohio,2017,2017-11-03T00:00:00,Political Speech,public speech (political figures),male and female
1033,40.73725,-74.031374,7030,NJ,New Jersey,2017,2017-11-03T00:00:00,Public Campaign,public speech (political figures),male and female
1034,40.667635,-74.320205,7016,NJ,New Jersey,2017,2017-11-06T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1035,36.126497,-86.726326,37217,TN,Tennessee,2017,2017-11-10T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1036,40.889146,-76.792573,17857,PA,Pennsylvania,2017,2017-11-04T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),female
1037,40.636748,-74.015895,11220,NY,New York,2017,2017-11-11T00:00:00,Vandalism,crimes against property,male and female
1038,40.635379,-74.00905,11220,NY,New York,2017,2017-11-11T00:00:00,Vandalism,crimes against property,male and female
1039,41.949281,-88.721683,60115,IL,Illinois,2017,2017-11-13T00:00:00,Violent Incident,crimes against people,female
1040,41.712503,-72.908208,6010,CT,Connecticut,2017,2017-11-22T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),female
1041,47.010359,-120.53846,98926,WA,Washington,2017,2017-11-12T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
1042,34.075756,-117.278011,92408,CA,California,2017,2017-11-18T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1043,38.803378,-77.264968,22015,VA,Virginia,2017,2017-11-15T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1044,41.895868,-87.66848,60622,IL,Illinois,2017,2017-11-22T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),male and female
1045,47.414213,-122.19818,98031,WA,Washington,2017,2017-11-21T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1046,37.337353,-121.829864,95122,CA,California,2017,2017-11-24T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1047,38.897881,-77.036898,20500,DC,District of Columbia,2017,2017-11-27T00:00:00,National Political Speech,public speech (political figures),male and female
1048,39.9563,-75.25753,19143,PA,Pennsylvania,2017,2017-11-27T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),male and female
1049,35.913224,-94.973775,74464,OK,Oklahoma,2017,2017-11-24T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1050,46.833311,-100.776677,58503,ND,North Dakota,2017,2017-12-02T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1051,44.830235,-91.543176,54703,WI,Wisconsin,2017,2017-11-30T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1052,30.323032,-81.493969,32225,FL,Florida,2017,2017-12-04T00:00:00,Violent Threat,crimes against people,male
1053,32.954802,-96.615013,75040,TX,Texas,2017,2017-12-09T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),female
1054,42.50475,-94.187591,50501-3813,IA,Iowa,2015,2015-10-12T00:00:00,National Political Speech,public speech (political figures),male and female
1055,36.776274,-76.325015,23323,VA,Virginia,2017,2017-12-11T00:00:00,National Political Speech,public speech (political figures),male and female
1056,38.890187,-77.005362,20543,DC,District of Columbia,2017,2017-12-04T00:00:00,Executive Order,legislation (targeting community),male and female
1057,40.66136,-73.879566,11207,NY,New York,2017,2017-12-15T00:00:00,Homicide,crimes against people,male
1058,41.265505,-72.772365,6405,CT,Connecticut,2017,2017-12-15T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1059,38.814617,-104.75871,80910,CO,Colorado,2017,2017-12-14T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male
1060,37.746111,-97.258891,67226,KS,Kansas,2017,2017-12-19T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1061,38.217746,-84.840094,40601,KY,Kentucky,2017,2017-11-10T00:00:00,Burglary,crimes against property,male and female
1062,38.579001,-92.173087,65101,MO,Missouri,2017,2017-12-18T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1063,40.621302,-73.982414,11204,NY,New York,2017,2017-12-18T00:00:00,Violent Threat,crimes against people,male and female
1064,34.406962,-103.207027,88101,NM,New Mexico,2017,2017-12-18T00:00:00,Vandalism,crimes against property,male and female
1065,40.69258,-73.988542,11201,NY,New York,2017,2017-12-26T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
1066,45.120234,-95.050499,56201,MN,Minnesota,2017,2017-12-01T00:00:00,Political Speech,public speech (political figures),male and female
1067,30.279269,-97.739069,78701,TX,Texas,2017,2017-11-26T00:00:00,Political Speech,public speech (political figures),male and female
1068,26.37898,-80.222598,33498,FL,Florida,2017,2017-12-20T00:00:00,Assault,crimes against people,female
1069,26.090362,-80.186385,33312,FL,Florida,2015,2015-03-09T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
1070,26.104884,-80.328785,33325,FL,Florida,2017,2017-06-02T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1071,26.065604,-80.396813,33332,FL,Florida,2015,2016-03-17T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
1072,34.523055,-93.141425,71913,AR,Arkansas,2017,2017-12-30T00:00:00,Political Speech,public speech (political figures),male and female
1073,40.828001,-73.925696,10451,NY,New York,2018,2017-01-06T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1074,41.64697,-91.52953,52240,IA,Iowa,2018,2018-01-08T00:00:00,Harassment,crimes against people,male
1075,40.615273,-73.928203,11234,NY,New York,2017,2017-12-27T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1076,38.894169,-77.04884,20520,DC,District of Columbia,2017,2017-07-31T00:00:00,Legislative Discrimination,bias-related incident (targeting individual or specific group),male
1077,37.337508,-81.127941,24739,WV,West Virginia,2017,2017-06-24T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1078,40.63813,-73.978249,11218,NY,New York,2017,2017-06-23T00:00:00,Violent Threat,crimes against people,male
1079,44.367017,-100.346449,57501,SD,South Dakota,2018,2018-01-10T00:00:00,Political Speech,public speech (political figures),male and female
1080,44.366697,-100.345417,57501,SD,South Dakota,2017,2017-12-14T00:00:00,National Political Speech,public speech (political figures),male and female
1081,39.964764,-86.128916,46032,IN,Indiana,2018,2018-01-08T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
1082,33.211468,-96.666651,75071,TX,Texas,2018,2018-01-12T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1083,44.109464,-92.434355,55906,MN,Minnesota,2017,2017-10-29T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1084,45.62113,-70.248373,4945,ME,Maine,2018,2018-01-19T00:00:00,Public Campaign,public speech (political figures),male and female
1085,38.882888,-77.014672,20024,DC,District of Columbia,2018,2018-01-18T00:00:00,Political Appointment,public speech (political figures),male and female
1086,34.262017,-119.095064,93066,CA,California,2018,2018-01-18T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1087,38.885081,-77.021672,20024,DC,District of Columbia,2017,2017-01-20T00:00:00,Political Appointment,public speech (political figures),male and female
1088,27.995069,-82.502406,33614,FL,Florida,2012,2012-09-11T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1089,40.632853,-73.705457,11598,NY,New York,2018,2018-01-17T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1090,39.006312,-84.624742,41018,KY,Kentucky,2018,2018-01-22T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1091,43.617746,-116.199506,83702,ID,Idaho,2018,2018-01-25T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1092,38.667551,-90.501753,63141,MO,Missouri,2018,2018-01-25T00:00:00,Political Speech,public speech (political figures),male and female
1093,40.746472,-74.390139,7928,NJ,New Jersey,2018,2018-01-26T00:00:00,Education Discrimination,public campaigns (targeting community),male and female
1094,36.265621,-86.73363,37115,TN,Tennessee,2011,2011-11-10T00:00:00,Hate Speech,public campaigns (targeting community),male and female
1095,38.866777,-77.01674,20319,DC,District of Columbia,2012,2012-08-29T00:00:00,Education Discrimination,public campaigns (targeting community),male and female
1096,30.438059,-84.28425,32301,FL,Florida,2012,2012-02-28T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1097,40.6874,-75.22277,18042,PA,Pennsylvania,2012,2012-12-16T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1098,36.04584,-95.92569,74137,OK,Oklahoma,2012,2012-11-08T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1099,38.890592,-77.004418,20543,DC,District of Columbia,2011,2011-10-03T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),female
1100,38.668168,-90.389432,63132,MO,Missouri,2012,2012-01-24T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),female
1101,33.807905,-117.924465,92802,CA,California,2012,2012-08-14T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1102,40.748422,-73.976194,10016,NY,New York,2010,2010-12-14T00:00:00,Attempted Homicide,crimes against people,male
1103,40.754088,-73.980156,10017,NY,New York,2012,2012-05-29T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
1104,28.400307,-81.383759,32824,FL,Florida,2012,2012-03-06T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1105,42.312262,-83.220048,48126,MI,Michigan,2012,2012-04-29T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1106,35.491199,-97.50477,73105,OK,Oklahoma,2012,2012-01-10T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1107,41.884004,-87.630676,60602,IL,Illinois,2011,2011-05-31T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1108,34.143551,-118.164876,91105,CA,California,2012,2012-05-04T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1109,42.216172,-83.357572,48174,MI,Michigan,2012,2012-04-12T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),male
1110,38.880624,-77.046907,20004,DC,District of Columbia,2012,2012-07-13T00:00:00,National Political Speech,public speech (political figures),female
1111,33.684434,-117.868634,92626,CA,California,2010,2010-01-01T00:00:00,Harassment,crimes against property,male and female
